timestamp,n_samples,n_features,hidden_layer_sizes,classes,activation,solver,iterations,train_score,test_score
2022-03-23T15:18:29.037844,1000,50,"(100, 100, 100)",7,relu,adam,114,1.0,0.528
2022-03-23T15:18:37.381596,1000,50,"(200, 200, 200)",7,relu,adam,75,1.0,0.564
2022-03-23T15:18:48.273366,1000,50,"(500, 500, 500)",7,relu,adam,45,1.0,0.62
2022-03-23T15:18:57.622103,2000,50,"(100, 100, 100)",7,relu,adam,100,1.0,0.64
2022-03-23T15:19:07.279085,2000,50,"(200, 200, 200)",7,relu,adam,65,1.0,0.688
2022-03-23T15:19:22.940361,2000,50,"(500, 500, 500)",7,relu,adam,43,1.0,0.722
2022-03-23T15:19:36.330987,5000,50,"(100, 100, 100)",7,relu,adam,84,1.0,0.7456
2022-03-23T15:19:50.619264,5000,50,"(200, 200, 200)",7,relu,adam,54,1.0,0.7952
2022-03-23T15:20:15.639971,5000,50,"(500, 500, 500)",7,relu,adam,36,1.0,0.8432
2022-03-23T15:20:22.749696,1000,100,"(100, 100, 100)",2,relu,adam,83,1.0,0.792
2022-03-23T15:20:29.567055,1000,100,"(200, 200, 200)",2,relu,adam,48,1.0,0.824
2022-03-23T15:20:39.567693,1000,100,"(500, 500, 500)",2,relu,adam,40,1.0,0.844
2022-03-23T15:20:50.473905,2000,100,"(100, 100, 100)",2,relu,adam,61,1.0,0.9
2022-03-23T15:20:58.817691,2000,100,"(200, 200, 200)",2,relu,adam,41,1.0,0.902
2022-03-23T15:21:11.192718,2000,100,"(500, 500, 500)",2,relu,adam,32,1.0,0.916
2022-03-23T15:21:22.098911,5000,100,"(100, 100, 100)",2,relu,adam,49,1.0,0.9288
2022-03-23T15:21:33.317692,5000,100,"(200, 200, 200)",2,relu,adam,33,1.0,0.9296
2022-03-23T15:21:52.489573,5000,100,"(500, 500, 500)",2,relu,adam,25,1.0,0.9544
2022-03-23T15:21:59.614529,1000,100,"(100, 100, 100)",3,relu,adam,89,1.0,0.628
2022-03-23T15:22:06.770819,1000,100,"(200, 200, 200)",3,relu,adam,56,1.0,0.704
2022-03-23T15:22:17.427092,1000,100,"(500, 500, 500)",3,relu,adam,48,1.0,0.72
2022-03-23T15:22:25.645778,2000,100,"(100, 100, 100)",3,relu,adam,74,1.0,0.812
2022-03-23T15:22:34.296528,2000,100,"(200, 200, 200)",3,relu,adam,53,1.0,0.822
2022-03-23T15:22:49.062152,2000,100,"(500, 500, 500)",3,relu,adam,39,1.0,0.874
2022-03-23T15:22:59.749654,5000,100,"(100, 100, 100)",3,relu,adam,54,1.0,0.8592
2022-03-23T15:23:11.015283,5000,100,"(200, 200, 200)",3,relu,adam,40,1.0,0.8784
2022-03-23T15:23:33.530882,5000,100,"(500, 500, 500)",3,relu,adam,30,1.0,0.8992
2022-03-23T15:23:41.004611,1000,100,"(100, 100, 100)",7,relu,adam,113,1.0,0.4
2022-03-23T15:23:49.526004,1000,100,"(200, 200, 200)",7,relu,adam,75,1.0,0.412
2022-03-23T15:24:00.697844,1000,100,"(500, 500, 500)",7,relu,adam,49,1.0,0.42
2022-03-23T15:24:09.697877,2000,100,"(100, 100, 100)",7,relu,adam,100,1.0,0.426
2022-03-23T15:24:19.614637,2000,100,"(200, 200, 200)",7,relu,adam,65,1.0,0.49
2022-03-23T15:24:35.557565,2000,100,"(500, 500, 500)",7,relu,adam,47,1.0,0.554
2022-03-23T15:24:48.000174,5000,100,"(100, 100, 100)",7,relu,adam,79,1.0,0.6016
2022-03-23T15:25:02.768771,5000,100,"(200, 200, 200)",7,relu,adam,52,1.0,0.6384
2022-03-23T15:25:28.795623,5000,100,"(500, 500, 500)",7,relu,adam,38,1.0,0.7168
